reg_departure,Адыгея,Алтай,Алтайский,Амурская,Архангельская,Астраханская,Башкортостан,Белгородская,Брянская,Бурятия,Владимирская,Волгоградская,Вологодская,Воронежская,Дагестан,Еврейская,Забайкальский,Ивановская,Ингушетия,Иркутская,Кабардино-Балкарская,Калининградская,Калмыкия,Калужская,Камчатский,Карелия,Кемеровская,Кировская,Коми,Костромская,Краснодарский,Красноярский,Крым,Курганская,Курская,Ленинградская,Липецкая,Магаданская,Марий Эл,Мордовия,Москва,Московская,Мурманская,Ненецкий,Нижегородская,Новгородская,Новосибирская,Омская,Оренбургская,Орловская,Пензенская,Пермский,Приморский,Псковская,Ростовская,Рязанская,Самарская,Санкт-Петербург,Саратовская,Саха /Якутия/,Сахалинская,Свердловская,Севастополь,Северная Осетия - Алания,Смоленская,Ставропольский,Тамбовская,Татарстан,Тверская,Томская,Тульская,Тыва,Тюменская,Удмуртская,Ульяновская,Хабаровский,Хакасия,Ханты-Мансийский Автономный округ - Югра,Челябинская,Чеченская,Чувашская Республика,Чукотский,Ямало-Ненецкий,Ярославская
Адыгея,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Алтай,0.0,0.0,1988.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Алтайский,0.0,19479.0,147620.0,87.0,81.0,0.0,165.0,212.0,0.0,0.0,0.0,209.0,0.0,278.0,83.0,0.0,121.0,0.0,0.0,713.0,0.0,2331.0,0.0,0.0,0.0,0.0,52727.0,0.0,0.0,0.0,1830.0,3138.0,455.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,9947.0,0.0,363.0,0.0,209.0,0.0,161884.0,2801.0,51.0,0.0,68.0,0.0,0.0,0.0,236.0,0.0,71.0,1797.0,54.0,0.0,0.0,1751.0,0.0,161.0,0.0,328.0,0.0,816.0,0.0,31423.0,0.0,0.0,1799.0,0.0,0.0,0.0,1195.0,913.0,68.0,75.0,0.0,0.0,131.0,0.0
Амурская,0.0,0.0,0.0,9285.0,0.0,0.0,2495.0,0.0,0.0,854.0,0.0,0.0,0.0,79.0,75.0,886.0,2313.0,0.0,0.0,1537.0,0.0,0.0,0.0,24.0,0.0,0.0,214.0,24.0,0.0,0.0,946.0,615.0,1392.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,10092.0,0.0,0.0,0.0,47.0,0.0,1530.0,361.0,398.0,0.0,54.0,111.0,3861.0,0.0,158.0,0.0,125.0,743.0,0.0,2277.0,374.0,1971.0,0.0,0.0,0.0,167.0,0.0,253.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,9141.0,0.0,63.0,153.0,0.0,32.0,0.0,58.0,0.0
Архангельская,0.0,0.0,84.0,0.0,13816.0,223.0,295.0,284.0,0.0,0.0,283.0,262.0,4288.0,441.0,408.0,0.0,0.0,0.0,0.0,2319.0,0.0,939.0,0.0,942.0,75.0,372.0,0.0,1086.0,3544.0,0.0,4452.0,1678.0,1032.0,0.0,0.0,361.0,123.0,0.0,0.0,49.0,28158.0,0.0,2991.0,1505.0,552.0,0.0,4640.0,189.0,93.0,0.0,0.0,358.0,136.0,0.0,551.0,78.0,144.0,22226.0,0.0,1038.0,65.0,340.0,0.0,0.0,101.0,1024.0,28.0,219.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,497.0,0.0,170.0,456.0,108.0,0.0,0.0,276.0,3284.0
Астраханская,2923.0,0.0,0.0,0.0,0.0,24048.0,487.0,0.0,0.0,0.0,0.0,123728.0,0.0,9950.0,2596.0,0.0,0.0,0.0,0.0,189.0,66.0,130.0,6720.0,0.0,0.0,114.0,0.0,0.0,80.0,0.0,38606.0,279.0,16964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59055.0,0.0,106.0,0.0,491.0,0.0,131.0,151.0,96.0,0.0,0.0,164.0,81.0,0.0,34032.0,173.0,1319.0,4032.0,2063.0,112.0,0.0,601.0,3944.0,1974.0,0.0,20088.0,259.0,2129.0,85.0,0.0,0.0,0.0,335.0,0.0,112.0,84.0,0.0,443.0,160.0,535.0,66.0,0.0,228.0,0.0
Башкортостан,0.0,0.0,123.0,3438.0,1204.0,535.0,15002.0,602.0,0.0,178.0,112.0,1436.0,0.0,1009.0,985.0,340.0,784.0,117.0,53.0,1286.0,0.0,1138.0,0.0,26.0,0.0,0.0,227.0,0.0,4946.0,0.0,10233.0,1249.0,1627.0,738.0,0.0,0.0,215.0,0.0,0.0,286.0,61763.0,0.0,596.0,0.0,1522.0,50.0,2390.0,956.0,13722.0,0.0,796.0,42058.0,1110.0,0.0,3670.0,322.0,9783.0,12935.0,1725.0,408.0,450.0,77901.0,0.0,69.0,16.0,2209.0,148.0,107177.0,0.0,157.0,91.0,0.0,3685.0,10677.0,1006.0,4596.0,0.0,25152.0,12986.0,132.0,1017.0,0.0,10450.0,106.0
Белгородская,0.0,0.0,266.0,0.0,123.0,0.0,399.0,19266.0,0.0,0.0,0.0,4089.0,0.0,15537.0,985.0,0.0,0.0,0.0,0.0,206.0,0.0,473.0,0.0,0.0,54.0,82.0,0.0,0.0,246.0,0.0,4319.0,1472.0,12365.0,0.0,17411.0,22.0,7740.0,134.0,0.0,0.0,144514.0,0.0,1175.0,60.0,230.0,175.0,104.0,376.0,17.0,1862.0,233.0,0.0,0.0,0.0,8287.0,3060.0,891.0,9061.0,75.0,0.0,0.0,104.0,0.0,113.0,5115.0,75.0,324.0,501.0,462.0,80.0,1344.0,0.0,115.0,0.0,132.0,0.0,0.0,1420.0,455.0,49.0,0.0,0.0,588.0,0.0
Брянская,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,0.0,0.0,0.0,0.0,0.0,0.0,3428.0,0.0,0.0,0.0,44.0,0.0,308.0,0.0,0.0,0.0,88721.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,4797.0,192.0,0.0,0.0,0.0,0.0,0.0,282.0,230.0,37.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Бурятия,0.0,0.0,0.0,821.0,0.0,0.0,287.0,0.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,37.0,18464.0,0.0,0.0,22419.0,0.0,128.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,42.0,583.0,2692.0,87.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,0.0,0.0,0.0,159.0,0.0,2375.0,313.0,28.0,0.0,0.0,33.0,634.0,0.0,47.0,0.0,0.0,613.0,0.0,568.0,0.0,301.0,0.0,0.0,0.0,105.0,0.0,48.0,0.0,224.0,0.0,0.0,108.0,0.0,0.0,840.0,0.0,82.0,169.0,0.0,0.0,0.0,0.0,0.0
Владимирская,0.0,0.0,0.0,0.0,249.0,0.0,57.0,0.0,0.0,0.0,194515.0,0.0,199.0,233.0,0.0,0.0,0.0,159300.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,44.0,577.0,89.0,8050.0,306.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0,323905.0,2774.0,0.0,0.0,14284.0,235.0,141.0,205.0,0.0,0.0,0.0,684.0,0.0,0.0,82.0,24852.0,213.0,5368.0,0.0,0.0,0.0,759.0,0.0,0.0,349.0,0.0,42.0,369.0,517.0,0.0,0.0,0.0,59.0,291.0,32.0,0.0,0.0,402.0,214.0,0.0,300.0,0.0,59.0,17544.0
Волгоградская,0.0,0.0,129.0,72.0,324.0,65289.0,1037.0,5204.0,0.0,0.0,0.0,86799.0,0.0,17637.0,4310.0,0.0,103.0,0.0,0.0,131.0,0.0,437.0,3078.0,306.0,0.0,0.0,64.0,350.0,67.0,0.0,38050.0,435.0,19526.0,164.0,0.0,0.0,601.0,0.0,0.0,3996.0,84206.0,68.0,144.0,0.0,13428.0,52.0,573.0,457.0,723.0,0.0,5112.0,504.0,0.0,0.0,58921.0,167.0,2688.0,12862.0,15288.0,84.0,0.0,1731.0,2042.0,3025.0,0.0,18843.0,6925.0,2559.0,186.0,287.0,66.0,0.0,598.0,249.0,1527.0,158.0,0.0,2056.0,825.0,453.0,0.0,0.0,1292.0,0.0
Вологодская,0.0,0.0,0.0,0.0,5947.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,29614.0,151.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,301.0,0.0,514.0,0.0,2018.0,84.0,572.0,1231.0,2233.0,191.0,0.0,0.0,0.0,0.0,1587.0,17.0,0.0,0.0,0.0,61777.0,29.0,976.0,0.0,0.0,0.0,28.0,110.0,0.0,0.0,2913.0,362.0,0.0,0.0,225.0,0.0,0.0,62299.0,0.0,0.0,0.0,678.0,0.0,0.0,35.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,121.0,21704.0
Воронежская,0.0,0.0,53.0,68.0,334.0,3221.0,810.0,51740.0,909.0,0.0,201.0,15553.0,51.0,40292.0,299.0,0.0,0.0,0.0,223.0,474.0,316.0,787.0,0.0,981.0,0.0,0.0,0.0,40.0,409.0,0.0,19445.0,316.0,16866.0,50.0,20573.0,0.0,15472.0,0.0,0.0,168.0,371427.0,1942.0,496.0,0.0,819.0,71.0,283.0,531.0,134.0,6513.0,758.0,602.0,0.0,0.0,15625.0,2827.0,1595.0,16182.0,6523.0,0.0,52.0,857.0,7964.0,327.0,1582.0,12022.0,22092.0,1206.0,461.0,59.0,2463.0,0.0,672.0,180.0,256.0,0.0,47.0,547.0,763.0,406.0,299.0,0.0,401.0,276.0
Дагестан,0.0,0.0,301.0,0.0,312.0,2970.0,1008.0,0.0,0.0,0.0,0.0,294.0,0.0,436.0,16.0,0.0,0.0,0.0,0.0,68.0,176.0,735.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,2339.0,368.0,113.0,0.0,0.0,0.0,42.0,0.0,0.0,100.0,58138.0,0.0,565.0,0.0,220.0,0.0,102.0,104.0,336.0,0.0,0.0,337.0,0.0,0.0,12698.0,138.0,973.0,9573.0,2832.0,0.0,0.0,739.0,0.0,0.0,0.0,1714.0,227.0,1010.0,68.0,0.0,68.0,0.0,1074.0,0.0,228.0,0.0,0.0,5631.0,335.0,0.0,0.0,0.0,1313.0,0.0
Еврейская,0.0,0.0,0.0,818.0,0.0,0.0,350.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,175.0,72.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Забайкальский,0.0,0.0,0.0,2319.0,0.0,0.0,763.0,0.0,0.0,5894.0,0.0,59.0,0.0,0.0,0.0,84.0,30814.0,0.0,0.0,9265.0,0.0,96.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,52.0,816.0,1947.0,279.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,3008.0,0.0,0.0,0.0,0.0,0.0,1955.0,125.0,0.0,0.0,62.0,94.0,1744.0,0.0,208.0,0.0,75.0,1115.0,0.0,976.0,0.0,805.0,0.0,64.0,0.0,226.0,0.0,225.0,0.0,135.0,0.0,0.0,312.0,0.0,0.0,1490.0,0.0,167.0,138.0,0.0,0.0,0.0,84.0,15.0
Ивановская,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,137392.0,0.0,1021.0,0.0,0.0,0.0,0.0,90288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17550.0,0.0,0.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157045.0,962.0,0.0,0.0,9563.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,237.0,5302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44943.0
Ингушетия,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,153.0,0.0,0.0,0.0,0.0,70.0,0.0,47.0,0.0,253.0,67.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,21159.0,0.0,0.0,0.0,0.0,0.0,105.0,74.0,0.0,0.0,0.0,165.0,0.0,0.0,1627.0,33.0,105.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,52.0,0.0,0.0,0.0,0.0,50.0,0.0,54.0,0.0,0.0,596.0,86.0,0.0,0.0,0.0,190.0,0.0
Иркутская,0.0,0.0,913.0,1821.0,2251.0,122.0,2111.0,132.0,0.0,21673.0,53.0,161.0,0.0,343.0,228.0,51.0,9908.0,0.0,0.0,474832.0,0.0,414.0,0.0,92.0,698.0,0.0,2016.0,183.0,0.0,31.0,3251.0,23445.0,815.0,152.0,0.0,0.0,0.0,743.0,0.0,0.0,16371.0,0.0,81.0,0.0,202.0,0.0,12063.0,1750.0,246.0,0.0,89.0,753.0,3079.0,0.0,692.0,0.0,686.0,2418.0,103.0,9265.0,739.0,2443.0,0.0,0.0,0.0,974.0,0.0,941.0,0.0,1844.0,0.0,1043.0,1114.0,194.0,55.0,1531.0,54.0,320.0,844.0,188.0,185.0,0.0,218.0,0.0
Кабардино-Балкарская,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,13528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6984.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,3801.0,35.0,0.0,382.0,0.0,0.0,0.0,108.0,0.0,23.0,0.0,14895.0,94.0,0.0,56.0,71.0,38.0,0.0,75.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
Калининградская,0.0,0.0,466.0,0.0,849.0,251.0,584.0,322.0,0.0,0.0,0.0,443.0,287.0,741.0,428.0,0.0,181.0,0.0,522.0,159.0,0.0,0.0,0.0,160.0,186.0,0.0,329.0,113.0,857.0,0.0,2352.0,108.0,678.0,0.0,0.0,0.0,47.0,64.0,0.0,0.0,55687.0,0.0,922.0,0.0,784.0,0.0,530.0,400.0,343.0,0.0,0.0,548.0,64.0,0.0,987.0,0.0,413.0,23254.0,289.0,48.0,69.0,2361.0,0.0,194.0,0.0,762.0,0.0,896.0,0.0,733.0,0.0,0.0,601.0,259.0,56.0,219.0,0.0,546.0,632.0,103.0,427.0,110.0,272.0,0.0
Калмыкия,0.0,0.0,0.0,0.0,0.0,1987.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,0.0,0.0,2754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Калужская,0.0,0.0,0.0,0.0,1445.0,0.0,2000.0,47.0,2831.0,46.0,567.0,211.0,559.0,2966.0,0.0,0.0,18.0,0.0,0.0,181.0,0.0,443.0,0.0,121956.0,0.0,0.0,127.0,36693.0,35049.0,426.0,5079.0,209.0,0.0,0.0,3074.0,71.0,0.0,0.0,0.0,68.0,111639.0,5168.0,0.0,570.0,4039.0,44.0,377.0,299.0,0.0,4027.0,149.0,2259.0,42.0,0.0,1315.0,0.0,497.0,13855.0,185.0,0.0,0.0,2186.0,0.0,0.0,13156.0,259.0,0.0,6116.0,470.0,112.0,85693.0,0.0,850.0,1100.0,183.0,0.0,142.0,770.0,358.0,0.0,0.0,0.0,350.0,541.0
Камчатский,0.0,0.0,0.0,0.0,104.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,389.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,105.0,156.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,4931.0,0.0,95.0,0.0,0.0,0.0,1107.0,0.0,0.0,0.0,0.0,0.0,1339.0,0.0,0.0,0.0,0.0,168.0,0.0,65.0,157.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Карелия,0.0,0.0,0.0,0.0,203.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,9149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,87424.0,0.0,102.0,0.0,0.0,523.0,0.0,0.0,0.0,84.0,2767.0,0.0,0.0,0.0,0.0,12950.0,0.0,2488.0,0.0,0.0,472.0,0.0,179.0,0.0,94.0,0.0,82.0,0.0,412.0,0.0,0.0,45.0,88829.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,64.0,0.0,0.0,674.0,0.0,32.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0
Кемеровская,0.0,0.0,9791.0,310.0,0.0,63.0,387.0,0.0,0.0,140.0,20.0,130.0,72.0,119.0,0.0,0.0,262.0,0.0,0.0,1794.0,0.0,259.0,0.0,68.0,0.0,0.0,38661.0,114.0,68.0,0.0,1802.0,14928.0,367.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,11055.0,0.0,0.0,0.0,466.0,0.0,86286.0,3018.0,183.0,0.0,188.0,357.0,190.0,0.0,472.0,0.0,411.0,1091.0,278.0,65.0,0.0,1892.0,0.0,121.0,0.0,74.0,0.0,711.0,0.0,25473.0,0.0,0.0,1603.0,86.0,0.0,53.0,3567.0,97.0,1459.0,47.0,62.0,0.0,0.0,0.0
Кировская,0.0,0.0,0.0,0.0,1581.0,0.0,2075.0,47.0,0.0,46.0,668.0,211.0,559.0,28.0,0.0,0.0,18.0,0.0,0.0,268.0,0.0,102.0,0.0,7267.0,0.0,0.0,127.0,7322.0,35356.0,518.0,1671.0,209.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,68.0,42716.0,0.0,0.0,570.0,4696.0,44.0,427.0,331.0,0.0,0.0,198.0,2462.0,42.0,0.0,669.0,0.0,393.0,8080.0,233.0,0.0,0.0,2416.0,0.0,0.0,126.0,259.0,0.0,6166.0,138.0,112.0,0.0,0.0,1025.0,1274.0,183.0,0.0,142.0,1107.0,315.0,0.0,0.0,0.0,399.0,571.0
Коми,0.0,0.0,0.0,0.0,5295.0,69.0,6984.0,127.0,0.0,0.0,76.0,209.0,422.0,395.0,0.0,0.0,0.0,0.0,0.0,136.0,184.0,997.0,0.0,67073.0,246.0,0.0,0.0,67514.0,150995.0,0.0,4461.0,70.0,269.0,76.0,0.0,299.0,0.0,0.0,1040.0,185.0,23988.0,0.0,235.0,121.0,1563.0,0.0,0.0,86.0,0.0,0.0,467.0,1366.0,0.0,0.0,1452.0,0.0,232.0,16910.0,165.0,0.0,0.0,635.0,0.0,0.0,0.0,1177.0,0.0,23273.0,0.0,112.0,0.0,0.0,604.0,0.0,134.0,0.0,0.0,190.0,0.0,176.0,4102.0,58.0,860.0,1486.0
Костромская,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7958.0,0.0,422.0,0.0,0.0,0.0,0.0,10184.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,38.0,499.0,0.0,16764.0,0.0,57.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,50431.0,93.0,0.0,0.0,1063.0,0.0,26.0,30.0,0.0,0.0,0.0,286.0,47.0,0.0,0.0,0.0,24.0,2725.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,93.0,97.0,27.0,0.0,0.0,0.0,0.0,35950.0
Краснодарский,6673.0,0.0,1869.0,556.0,3730.0,3129.0,8877.0,1743.0,3944.0,509.0,237.0,17464.0,184.0,12522.0,3808.0,0.0,1043.0,0.0,101.0,2760.0,3831.0,2187.0,0.0,4066.0,268.0,237.0,1308.0,1637.0,2900.0,0.0,369495.0,6047.0,65332.0,448.0,1866.0,0.0,2025.0,511.0,0.0,578.0,370729.0,0.0,4596.0,0.0,5978.0,402.0,7764.0,6121.0,3700.0,567.0,1933.0,6528.0,476.0,0.0,86209.0,2218.0,13542.0,78514.0,7968.0,946.0,202.0,25101.0,16542.0,10469.0,814.0,87524.0,1720.0,16169.0,658.0,2507.0,8042.0,0.0,9632.0,1710.0,2799.0,1903.0,494.0,13506.0,7208.0,462.0,939.0,75.0,6435.0,154.0
Красноярский,0.0,754.0,3090.0,772.0,1454.0,233.0,2738.0,666.0,0.0,2749.0,0.0,532.0,0.0,227.0,474.0,49.0,1931.0,0.0,59.0,56273.0,0.0,1349.0,0.0,152.0,159.0,0.0,95582.0,255.0,0.0,0.0,8265.0,460242.0,1080.0,248.0,0.0,0.0,59.0,423.0,0.0,151.0,36515.0,0.0,248.0,0.0,882.0,0.0,21978.0,2753.0,449.0,0.0,198.0,868.0,745.0,0.0,1357.0,0.0,1331.0,5120.0,289.0,4294.0,224.0,3777.0,0.0,99.0,0.0,1591.0,0.0,1823.0,0.0,68638.0,28.0,31396.0,2523.0,237.0,128.0,898.0,65535.0,2631.0,1938.0,181.0,134.0,0.0,584.0,280.0
Крым,0.0,0.0,275.0,1298.0,1101.0,60.0,2380.0,6094.0,0.0,282.0,1007.0,10383.0,0.0,7094.0,0.0,353.0,332.0,0.0,0.0,803.0,0.0,875.0,0.0,0.0,210.0,0.0,224.0,0.0,341.0,0.0,20566.0,1614.0,10172.0,0.0,0.0,0.0,49.0,198.0,0.0,75.0,179239.0,0.0,955.0,62.0,1012.0,0.0,1237.0,1467.0,162.0,1047.0,163.0,1684.0,2845.0,0.0,22086.0,0.0,3491.0,23430.0,676.0,1593.0,102.0,2987.0,7740.0,0.0,0.0,7393.0,0.0,2244.0,0.0,504.0,0.0,0.0,1845.0,530.0,606.0,2569.0,65.0,1775.0,1054.0,0.0,1363.0,0.0,608.0,87.0
Курганская,0.0,0.0,0.0,0.0,0.0,0.0,863.0,77.0,0.0,64.0,0.0,130.0,0.0,139.0,0.0,0.0,24.0,0.0,0.0,128.0,0.0,79.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,539.0,82.0,0.0,9522.0,0.0,0.0,0.0,0.0,0.0,76.0,6406.0,0.0,0.0,0.0,43.0,0.0,537.0,672.0,75.0,0.0,31.0,1988.0,0.0,0.0,102.0,0.0,535.0,1073.0,54.0,0.0,0.0,31192.0,0.0,0.0,0.0,275.0,0.0,272.0,0.0,92.0,0.0,0.0,16118.0,0.0,0.0,0.0,0.0,2917.0,13434.0,0.0,57.0,0.0,0.0,0.0
Курская,0.0,0.0,0.0,0.0,0.0,0.0,72.0,616.0,13.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1804.0,50.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,63289.0,485.0,618.0,0.0,0.0,104.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,5974.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,1215.0,0.0,0.0,254.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ленинградская,0.0,0.0,0.0,0.0,352.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,3274.0,36.0,160.0,379.0,29.0,0.0,0.0,0.0,0.0,0.0,4364.0,0.0,0.0,0.0,0.0,4802.0,0.0,532.0,0.0,0.0,4689.0,29.0,113.0,0.0,0.0,0.0,265.0,0.0,8260.0,0.0,0.0,0.0,194651.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0
Липецкая,0.0,0.0,63.0,63.0,121.0,51.0,200.0,71.0,490.0,0.0,31.0,576.0,22.0,4173.0,263.0,0.0,0.0,0.0,17.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.0,56.0,69.0,0.0,0.0,0.0,3160.0,0.0,0.0,0.0,173896.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,74.0,30.0,2184.0,0.0,0.0,0.0,3839.0,759.0,1225.0,4359.0,458.0,0.0,0.0,410.0,0.0,397.0,34.0,1202.0,2989.0,0.0,332.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,40.0,0.0,0.0,0.0,16.0
